ruu,user,replying-to,sentiment
RUU MK,"{'name': 'din', 'username': '@freagdin', 'profile_id': '1798408533547065344', 'avatar': 'https://pbs.twimg.com/profile_images/1798408533547065344/3l0vb9bF_bigger.jpg'}",@99propaganda,
RUU MK,"{'name': 'din', 'username': '@freagdin', 'profile_id': '1798408533547065344', 'avatar': 'https://pbs.twimg.com/profile_images/1798408533547065344/3l0vb9bF_bigger.jpg'}",@bengkeldodo,
RUU MK,"{'name': 'din', 'username': '@freagdin', 'profile_id': '1798408533547065344', 'avatar': 'https://pbs.twimg.com/profile_images/1798408533547065344/3l0vb9bF_bigger.jpg'}",@florieliciouss,
RUU MK,"{'name': 'din', 'username': '@freagdin', 'profile_id': '1798408533547065344', 'avatar': 'https://pbs.twimg.com/profile_images/1798408533547065344/3l0vb9bF_bigger.jpg'}",@are_inismyname,
RUU MK,"{'name': 'din', 'username': '@freagdin', 'profile_id': '1798408533547065344', 'avatar': 'https://pbs.twimg.com/profile_images/1798408533547065344/3l0vb9bF_bigger.jpg'}",@BANGSAygSUJUD,
RUU MK,"{'name': 'din', 'username': '@freagdin', 'profile_id': '1798408533547065344', 'avatar': 'https://pbs.twimg.com/profile_images/1798408533547065344/3l0vb9bF_bigger.jpg'}",@Bank_Joee_,
RUU MK,"{'name': 'vaL', 'username': '@qwertyuie0', 'profile_id': '1833546703166935040', 'avatar': 'https://pbs.twimg.com/profile_images/1833546703166935040/F6DIK2I6_bigger.jpg'}",@solechan_talk,
RUU MK,"{'name': 'vaL', 'username': '@qwertyuie0', 'profile_id': '1833546703166935040', 'avatar': 'https://pbs.twimg.com/profile_images/1833546703166935040/F6DIK2I6_bigger.jpg'}",@kodolunyiet,
RUU MK,"{'name': 'vaL', 'username': '@qwertyuie0', 'profile_id': '1833546703166935040', 'avatar': 'https://pbs.twimg.com/profile_images/1833546703166935040/F6DIK2I6_bigger.jpg'}",@hpwiratraman,
RUU MK,"{'name': 'Justyourbae', 'username': '@Diamondlight4u', 'profile_id': '1712328605634850816', 'avatar': 'https://pbs.twimg.com/profile_images/1712328605634850816/XEHr2GGy_bigger.jpg'}",@tanyarlfes,
RUU MK,"{'name': 'detikcom', 'username': '@detikcom', 'profile_id': '1777591926935748608', 'avatar': 'https://pbs.twimg.com/profile_images/1777591926935748608/E9N4gA5T_bigger.jpg'}",,
RUU MK,"{'name': 'rayyanjul lovers', 'username': '@goodmoveeee', 'profile_id': '1741669958051106816', 'avatar': 'https://pbs.twimg.com/profile_images/1741669958051106816/jDiJjqcl_bigger.jpg'}",@afifahafra79,
RUU MK,"{'name': 'rayyanjul lovers', 'username': '@goodmoveeee', 'profile_id': '1741669958051106816', 'avatar': 'https://pbs.twimg.com/profile_images/1741669958051106816/jDiJjqcl_bigger.jpg'}",@lediahanifa,
RUU MK,"{'name': 'M Ruby Kusmanna', 'username': '@Muhammad__ruby', 'profile_id': '1773774512418676736', 'avatar': 'https://pbs.twimg.com/profile_images/1773774512418676736/cMNJeEn8_bigger.jpg'}",,
RUU MK,"{'name': 'ASLI SUROBOYO®', 'username': '@aslisuroboyo', 'profile_id': '1634256378343854081', 'avatar': 'https://pbs.twimg.com/profile_images/1634256378343854081/IrXkCE0m_bigger.jpg'}",,
RUU MK,"{'name': '#TerimakasihMINIONS🌞⚡💛', 'username': '@cukupsatukata_', 'profile_id': '1826307955400052736', 'avatar': 'https://pbs.twimg.com/profile_images/1826307955400052736/xdrJArBL_bigger.jpg'}",@bubblyvann,
RUU MK,"{'name': 'Jaya Iskandar', 'username': '@Trikolor2023', 'profile_id': '1728646768152518656', 'avatar': 'https://pbs.twimg.com/profile_images/1728646768152518656/oDK8QhRE_bigger.jpg'}",@alamganjar14,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@are_inismyname,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@99propaganda,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@Ndons_Back,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@Bank_Joee_,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@bengkeldodo,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@BANGSAygSUJUD,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@IrawanRommi,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@DarekaRendy,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@AndreasSolusi,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@florieliciouss,
RUU MK,"{'name': 'CARI TAHU ID', 'username': '@id_tahu42782', 'profile_id': '1799035482195865600', 'avatar': 'https://pbs.twimg.com/profile_images/1799035482195865600/ZK8L-njg_bigger.png'}",@Kimberley_PS08,
RUU MK,"{'name': 'Jaya Iskandar', 'username': '@Trikolor2023', 'profile_id': '1728646768152518656', 'avatar': 'https://pbs.twimg.com/profile_images/1728646768152518656/oDK8QhRE_bigger.jpg'}",@FiersaBesari,
RUU MK,"{'name': 'My - Off', 'username': '@OnlyDistynation', 'profile_id': '1834785805178748929', 'avatar': 'https://pbs.twimg.com/profile_images/1834785805178748929/-A4NtPNJ_bigger.jpg'}",@tanyarlfes,
RUU MK,"{'name': 'Jaya Iskandar', 'username': '@Trikolor2023', 'profile_id': '1728646768152518656', 'avatar': 'https://pbs.twimg.com/profile_images/1728646768152518656/oDK8QhRE_bigger.jpg'}",@yusuf_dumdum,
RUU MK,"{'name': 'KISS FM JEMBER', 'username': '@kissfmjember', 'profile_id': '1810161783233249280', 'avatar': 'https://pbs.twimg.com/profile_images/1810161783233249280/v0R1cmWV_bigger.jpg'}",,
RUU MK,"{'name': '\uea00 𝚃𝚞𝚊𝚗 𝙼𝚞𝚍𝚊 🇵🇸', 'username': '@teazmee', 'profile_id': '1818088935530352640', 'avatar': 'https://pbs.twimg.com/profile_images/1818088935530352640/IGkDmYUa_bigger.jpg'}",@jansen_jsp,
RUU MK,"{'name': '\uea00 𝚃𝚞𝚊𝚗 𝙼𝚞𝚍𝚊 🇵🇸', 'username': '@teazmee', 'profile_id': '1818088935530352640', 'avatar': 'https://pbs.twimg.com/profile_images/1818088935530352640/IGkDmYUa_bigger.jpg'}",@bang_dasco,
RUU MK,"{'name': 'nola', 'username': '@hnsteunola', 'profile_id': '1785316476230189056', 'avatar': 'https://pbs.twimg.com/profile_images/1785316476230189056/T_qVyV4J_bigger.jpg'}",@reply929,
RUU MK,"{'name': 'nola', 'username': '@hnsteunola', 'profile_id': '1785316476230189056', 'avatar': 'https://pbs.twimg.com/profile_images/1785316476230189056/T_qVyV4J_bigger.jpg'}",@_Jendra_,
RUU MK,"{'name': 'Jaya Iskandar', 'username': '@Trikolor2023', 'profile_id': '1728646768152518656', 'avatar': 'https://pbs.twimg.com/profile_images/1728646768152518656/oDK8QhRE_bigger.jpg'}",@BosPurwa,
RUU MK,"{'name': 'Jaya Iskandar', 'username': '@Trikolor2023', 'profile_id': '1728646768152518656', 'avatar': 'https://pbs.twimg.com/profile_images/1728646768152518656/oDK8QhRE_bigger.jpg'}",@prabowo,
RUU MK,"{'name': 'Vandra Nekopencil 🐊', 'username': '@my_nekopencil', 'profile_id': '1617778616166932485', 'avatar': 'https://pbs.twimg.com/profile_images/1617778616166932485/I6RNPzFk_bigger.jpg'}",,
RUU MK,"{'name': 'INFO SEPUTAR BANJARNEGARA', 'username': '@Banjarnegara__', 'profile_id': '1699499694559485954', 'avatar': 'https://pbs.twimg.com/profile_images/1699499694559485954/dOB9c4Tu_bigger.jpg'}",,
RUU MK,"{'name': 'Wen', 'username': '@WendraR2', 'profile_id': '1340547660311248899', 'avatar': 'https://pbs.twimg.com/profile_images/1340547660311248899/VWfhr5KD_bigger.jpg'}",@FPKSDPRRI,
RUU MK,"{'name': 'Wen', 'username': '@WendraR2', 'profile_id': '1340547660311248899', 'avatar': 'https://pbs.twimg.com/profile_images/1340547660311248899/VWfhr5KD_bigger.jpg'}",@hnurwahid,
RUU MK,"{'name': 'Nubi', 'username': '@seseorang_disan', 'profile_id': '1066112235729121281', 'avatar': 'https://pbs.twimg.com/profile_images/1066112235729121281/76EUnXiL_bigger.jpg'}",,
RUU MK,"{'name': 'Anne 🌳', 'username': '@anneartmazing', 'profile_id': '1783665953831841792', 'avatar': 'https://pbs.twimg.com/profile_images/1783665953831841792/Gx1zof8M_bigger.jpg'}",,
RUU MK,"{'name': 'nyala', 'username': '@nyalabestari', 'profile_id': '1826739379689455619', 'avatar': 'https://pbs.twimg.com/profile_images/1826739379689455619/CkKPAzi4_bigger.jpg'}",,
RUU MK,"{'name': 'Stephanie Florist', 'username': '@Stephaniflorist', 'profile_id': '992378836804296705', 'avatar': 'https://pbs.twimg.com/profile_images/992378836804296705/pskYWHiN_bigger.jpg'}",@PDemokrat,
RUU MK,"{'name': 'Si Endut', 'username': '@anakodok2009', 'profile_id': '1492891178026483719', 'avatar': 'https://pbs.twimg.com/profile_images/1492891178026483719/aNWPFImb_bigger.jpg'}",@afifahafra79,
RUU MK,"{'name': 'Si Endut', 'username': '@anakodok2009', 'profile_id': '1492891178026483719', 'avatar': 'https://pbs.twimg.com/profile_images/1492891178026483719/aNWPFImb_bigger.jpg'}",@lediahanifa,
RUU MK,"{'name': 'Sanie Tuye Goblok', 'username': '@SanieTuyeGoblok', 'profile_id': '1509411131256971267', 'avatar': 'https://pbs.twimg.com/profile_images/1509411131256971267/4tAA4-gp_bigger.png'}",@Dakenwolve,
RUU MK,"{'name': 'Sanie Tuye Goblok', 'username': '@SanieTuyeGoblok', 'profile_id': '1509411131256971267', 'avatar': 'https://pbs.twimg.com/profile_images/1509411131256971267/4tAA4-gp_bigger.png'}",@yusuf_dumdum,
RUU MK,"{'name': 'LPM JUSTISSICA', 'username': '@LPMJustissica', 'profile_id': '1253671832844001280', 'avatar': 'https://pbs.twimg.com/profile_images/1253671832844001280/P7EC6JBR_bigger.jpg'}",,
RUU MK,"{'name': 'Ejaa', 'username': '@Rezaa656', 'profile_id': '1828720621607391232', 'avatar': 'https://pbs.twimg.com/profile_images/1828720621607391232/8mhEFLbW_bigger.jpg'}",@1998ur_,
RUU MK,"{'name': 'RyokoYunekura', 'username': '@04JoFiKa', 'profile_id': '1829202888024858625', 'avatar': 'https://pbs.twimg.com/profile_images/1829202888024858625/HksStQgP_bigger.jpg'}",@tempodotco,
RUU MK,"{'name': 'Strategi + Bisnis', 'username': '@Strategi_Bisnis', 'profile_id': '1431786468276506625', 'avatar': 'https://pbs.twimg.com/profile_images/1431786468276506625/rAKQ_rMB_bigger.jpg'}",,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@josetya,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@99propaganda,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@are_inismyname,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@DarekaRendy,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@genx36545403,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@florieliciouss,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@Ndons_Back,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@FDonghun,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@zy_zy_lestary,
RUU MK,"{'name': '🇲🇨 B. Prasetya 🇲🇨', 'username': '@BANGSAygSUJUD', 'profile_id': '1777125417482330112', 'avatar': 'https://pbs.twimg.com/profile_images/1777125417482330112/qWS3hWcv_bigger.jpg'}",@Kimberley_PS08,
RUU MK,"{'name': 'Makoto Ichikawa (市川誠)', 'username': '@RPLLegawa', 'profile_id': '1769986873722585088', 'avatar': 'https://pbs.twimg.com/profile_images/1769986873722585088/2jwUDHjU_bigger.jpg'}",@BudiBukanIntel,
RUU MK,"{'name': 'arkaila', 'username': '@elsthoria', 'profile_id': '1366617511727226882', 'avatar': 'https://pbs.twimg.com/profile_images/1366617511727226882/_pOIIjah_bigger.jpg'}",,
RUU MK,"{'name': 'kelumajang.com', 'username': '@kelumajangcom', 'profile_id': '1625481849769459712', 'avatar': 'https://pbs.twimg.com/profile_images/1625481849769459712/_TD2WPHv_bigger.jpg'}",,
RUU MK,"{'name': 'Me', 'username': '@adioranan', 'profile_id': '607579048697470976', 'avatar': 'https://pbs.twimg.com/profile_images/607579048697470976/RT_KvZdu_bigger.jpg'}",,
RUU MK,"{'name': 'wendi basri', 'username': '@BasriWendi', 'profile_id': '1625405583531835397', 'avatar': 'https://pbs.twimg.com/profile_images/1625405583531835397/h9_24M_f_bigger.jpg'}",@Abaaah,
RUU MK,"{'name': 'Ansilus®', 'username': '@undrcvr_agent__', 'profile_id': '1716015077026136064', 'avatar': 'https://pbs.twimg.com/profile_images/1716015077026136064/_w_5ii_6_bigger.jpg'}",,
RUU MK,"{'name': 'Toto', 'username': '@Toto_1945', 'profile_id': '1551234152808484865', 'avatar': 'https://pbs.twimg.com/profile_images/1551234152808484865/RdpYkzPr_bigger.jpg'}",,
RUU MK,"{'name': 'OposisiCerdas.com', 'username': '@OposisiCerdas', 'profile_id': '1238029886066851841', 'avatar': 'https://pbs.twimg.com/profile_images/1238029886066851841/eqxRguVj_bigger.jpg'}",,
RUU MK,"{'name': 'intinyadeh', 'username': '@intinyadeh', 'profile_id': '1525885791167074305', 'avatar': 'https://pbs.twimg.com/profile_images/1525885791167074305/NK-u4nrw_bigger.jpg'}",,
RUU MK,"{'name': 'SecrethManZ', 'username': '@secr3thm4nz56', 'profile_id': '1603736848798732291', 'avatar': 'https://pbs.twimg.com/profile_images/1603736848798732291/hjLySMZo_bigger.jpg'}",,
RUU MK,"{'name': 'GemsHunter 🐻⛓️ $AVRK $CAST', 'username': '@HunterGemsz', 'profile_id': '1780306341812412418', 'avatar': 'https://pbs.twimg.com/profile_images/1780306341812412418/P1ovNhuX_bigger.jpg'}",@0xsatyaa,
RUU MK,"{'name': 'GemsHunter 🐻⛓️ $AVRK $CAST', 'username': '@HunterGemsz', 'profile_id': '1780306341812412418', 'avatar': 'https://pbs.twimg.com/profile_images/1780306341812412418/P1ovNhuX_bigger.jpg'}",@vngnc,
RUU MK,"{'name': '•', 'username': '@rzfjri', 'profile_id': '1669015570824699904', 'avatar': 'https://pbs.twimg.com/profile_images/1669015570824699904/Dm4Fi858_bigger.jpg'}",@dapitnih,
RUU MK,"{'name': '•', 'username': '@rzfjri', 'profile_id': '1669015570824699904', 'avatar': 'https://pbs.twimg.com/profile_images/1669015570824699904/Dm4Fi858_bigger.jpg'}",@BtmBudi,
RUU MK,"{'name': 'Monica', 'username': '@NenkMonica', 'profile_id': '1838026456527777792', 'avatar': 'https://pbs.twimg.com/profile_images/1838026456527777792/uk-spRLP_bigger.jpg'}",,
RUU MK,"{'name': '♡', 'username': '@thrillingsun', 'profile_id': '1689117381199835136', 'avatar': 'https://pbs.twimg.com/profile_images/1689117381199835136/aiznp1d5_bigger.jpg'}",,
RUU MK,"{'name': 'Indonesia Judicial Research Society (IJRS)', 'username': '@ijrs_official', 'profile_id': '1518958536398581763', 'avatar': 'https://pbs.twimg.com/profile_images/1518958536398581763/nhEMpL7r_bigger.jpg'}",,
RUU MK,"{'name': '𝄞 huhuhaha', 'username': '@thegreateve_', 'profile_id': '1821687372616232960', 'avatar': 'https://pbs.twimg.com/profile_images/1821687372616232960/4ogJxWyX_bigger.jpg'}",@anothermugu,
RUU MK,"{'name': 'Rarara', 'username': '@Raeraraera', 'profile_id': '1749432512789524480', 'avatar': 'https://pbs.twimg.com/profile_images/1749432512789524480/B4tspGg3_bigger.jpg'}",@_EriManday_,
RUU MK,"{'name': 'Rarara', 'username': '@Raeraraera', 'profile_id': '1749432512789524480', 'avatar': 'https://pbs.twimg.com/profile_images/1749432512789524480/B4tspGg3_bigger.jpg'}",@afifahafra79,
RUU MK,"{'name': 'Rarara', 'username': '@Raeraraera', 'profile_id': '1749432512789524480', 'avatar': 'https://pbs.twimg.com/profile_images/1749432512789524480/B4tspGg3_bigger.jpg'}",@lediahanifa,
RUU MK,"{'name': 'Nya', 'username': '@anyonghasyoo', 'profile_id': '1813151200210219009', 'avatar': 'https://pbs.twimg.com/profile_images/1813151200210219009/pb9QtNX8_bigger.jpg'}",@tanyakanrl,
RUU MK,"{'name': '𝑱𝒆𝒂𝒋𝒆𝒂', 'username': '@ahacugemoy', 'profile_id': '1736623285235003392', 'avatar': 'https://pbs.twimg.com/profile_images/1736623285235003392/oZ-b2j5l_bigger.jpg'}",@nalar_logis,
RUU MK,"{'name': '𝑱𝒆𝒂𝒋𝒆𝒂', 'username': '@ahacugemoy', 'profile_id': '1736623285235003392', 'avatar': 'https://pbs.twimg.com/profile_images/1736623285235003392/oZ-b2j5l_bigger.jpg'}",@_kureee,
RUU MK,"{'name': '𝑱𝒆𝒂𝒋𝒆𝒂', 'username': '@ahacugemoy', 'profile_id': '1736623285235003392', 'avatar': 'https://pbs.twimg.com/profile_images/1736623285235003392/oZ-b2j5l_bigger.jpg'}",@zarryhendrik,
RUU MK,"{'name': '𝑱𝒆𝒂𝒋𝒆𝒂', 'username': '@ahacugemoy', 'profile_id': '1736623285235003392', 'avatar': 'https://pbs.twimg.com/profile_images/1736623285235003392/oZ-b2j5l_bigger.jpg'}",@prabowo,
RUU MK,"{'name': '𝑱𝒆𝒂𝒋𝒆𝒂', 'username': '@ahacugemoy', 'profile_id': '1736623285235003392', 'avatar': 'https://pbs.twimg.com/profile_images/1736623285235003392/oZ-b2j5l_bigger.jpg'}",@gibran_tweet,
RUU MK,"{'name': 'METRO TV', 'username': '@Metro_TV', 'profile_id': '1600314665216925696', 'avatar': 'https://pbs.twimg.com/profile_images/1600314665216925696/cGfZREZ6_bigger.jpg'}",,
RUU MK,"{'name': 'Bisnis.com', 'username': '@Bisniscom', 'profile_id': '1598573955513692160', 'avatar': 'https://pbs.twimg.com/profile_images/1598573955513692160/leorpOyo_bigger.jpg'}",,
RUU MK,"{'name': '𝗔𝗻𝗮𝗸 𝗡𝗲𝗴𝗲𝗿𝗶', 'username': '@nak_Negeri', 'profile_id': '1594871990355390464', 'avatar': 'https://pbs.twimg.com/profile_images/1594871990355390464/Y3ylQNtl_bigger.jpg'}",@habiburokhman,
RUU MK,"{'name': 'Rina Sanders ✨️', 'username': '@rinasandrs', 'profile_id': '1828340732736024576', 'avatar': 'https://pbs.twimg.com/profile_images/1828340732736024576/j2yZnygC_bigger.jpg'}",,
RUU MK,"{'name': 'idenesia.id', 'username': '@idenesiaid', 'profile_id': '1540880719349952512', 'avatar': 'https://pbs.twimg.com/profile_images/1540880719349952512/I5ETAgQK_bigger.jpg'}",,
RUU MK,"{'name': 'Tinta Merah Indonesia', 'username': '@HanyaKulitinta', 'profile_id': '1824925427607142400', 'avatar': 'https://pbs.twimg.com/profile_images/1824925427607142400/_FZzntMT_bigger.jpg'}",@kikysaputrii,
RUU MK,"{'name': 'd', 'username': '@marimas_iyaa', 'profile_id': '1833050644040777728', 'avatar': 'https://pbs.twimg.com/profile_images/1833050644040777728/0Uyuoa14_bigger.jpg'}",@1998ur_,
RUU MK,"{'name': 'Pilpres 1 Putaran', 'username': '@MohArifWidarto', 'profile_id': '1487670665448914945', 'avatar': 'https://pbs.twimg.com/profile_images/1487670665448914945/qdCnL6Je_bigger.jpg'}",@CNNIndonesia,
RUU MK,"{'name': 'Pilpres 1 Putaran', 'username': '@MohArifWidarto', 'profile_id': '1487670665448914945', 'avatar': 'https://pbs.twimg.com/profile_images/1487670665448914945/qdCnL6Je_bigger.jpg'}",@rendranila,
RUU MK,"{'name': 'pattimuramuda', 'username': '@RMaswara25', 'profile_id': '1825748185786232832', 'avatar': 'https://pbs.twimg.com/profile_images/1825748185786232832/J3nnnP-6_bigger.jpg'}",,
RUU MK,"{'name': 'RDWN', 'username': '@bitter_daddy', 'profile_id': '1834220509208453120', 'avatar': 'https://pbs.twimg.com/profile_images/1834220509208453120/pkJ6fYw7_bigger.jpg'}",@sociotalker,
RUU MK,"{'name': 'Jamin Silsila', 'username': '@JaSmin24sila', 'profile_id': '1799703219784048640', 'avatar': 'https://pbs.twimg.com/profile_images/1799703219784048640/ZoWE9kzo_bigger.png'}",,
RUU MK,"{'name': 'Nurrahmandani2611', 'username': '@Nurrahmandani21', 'profile_id': '1328630792331829248', 'avatar': 'https://pbs.twimg.com/profile_images/1328630792331829248/vpdOCUpK_bigger.jpg'}",@BudiBukanIntel,
RUU MK,"{'name': 'Prensess_Hande', 'username': '@1HandeDelisii', 'profile_id': '628336421137444864', 'avatar': 'https://pbs.twimg.com/profile_images/628336421137444864/KXZUwqCq_bigger.jpg'}",,
RUU MK,"{'name': 'Rayhan Ar Rasyid', 'username': '@rayhanrsyd15', 'profile_id': '1311555096736460802', 'avatar': 'https://pbs.twimg.com/profile_images/1311555096736460802/Tv7i8uxa_bigger.jpg'}",@pandji,
RUU MK,"{'name': 'anggasptr', 'username': '@ggggggfrf3', 'profile_id': '699882736295739392', 'avatar': 'https://pbs.twimg.com/profile_images/699882736295739392/yk2nAj-3_bigger.jpg'}",,
RUU MK,"{'name': 'strategi.id', 'username': '@strategi_id', 'profile_id': '1004855157182554113', 'avatar': 'https://pbs.twimg.com/profile_images/1004855157182554113/oCV8JpNX_bigger.jpg'}",,
RUU MK,"{'name': 'Grace Ester N.S', 'username': '@gracesters', 'profile_id': '1406903819988922370', 'avatar': 'https://pbs.twimg.com/profile_images/1406903819988922370/9Fj6__Sv_bigger.jpg'}",@gracesters,
RUU MK,"{'name': 'Grace Ester N.S', 'username': '@gracesters', 'profile_id': '1406903819988922370', 'avatar': 'https://pbs.twimg.com/profile_images/1406903819988922370/9Fj6__Sv_bigger.jpg'}",@DedynurPalakka,
RUU MK,"{'name': 'detikcom', 'username': '@detikcom', 'profile_id': '1777591926935748608', 'avatar': 'https://pbs.twimg.com/profile_images/1777591926935748608/E9N4gA5T_bigger.jpg'}",,
RUU MK,"{'name': 'A L D O', 'username': '@NRHSNNN', 'profile_id': '1817731304911482880', 'avatar': 'https://pbs.twimg.com/profile_images/1817731304911482880/8oIeLaAv_bigger.jpg'}",,
RUU MK,"{'name': 'anggasptr', 'username': '@ggggggfrf3', 'profile_id': '699882736295739392', 'avatar': 'https://pbs.twimg.com/profile_images/699882736295739392/yk2nAj-3_bigger.jpg'}",@BosPurwa,
RUU MK,"{'name': 'Amru', 'username': '@AmruRizalBasri_', 'profile_id': '1371020267066060801', 'avatar': 'https://pbs.twimg.com/profile_images/1371020267066060801/SlXM0uYe_bigger.jpg'}",@twit_logis,
RUU MK,"{'name': 'Amru', 'username': '@AmruRizalBasri_', 'profile_id': '1371020267066060801', 'avatar': 'https://pbs.twimg.com/profile_images/1371020267066060801/SlXM0uYe_bigger.jpg'}",@chicohakim,
RUU MK,"{'name': 'Keuangan News', 'username': '@keuangannews_id', 'profile_id': '1226436191215505408', 'avatar': 'https://pbs.twimg.com/profile_images/1226436191215505408/du40qrKr_bigger.jpg'}",,
RUU MK,"{'name': 'anggasptr', 'username': '@ggggggfrf3', 'profile_id': '699882736295739392', 'avatar': 'https://pbs.twimg.com/profile_images/699882736295739392/yk2nAj-3_bigger.jpg'}",@msaid_didu,
RUU MK,"{'name': 'Sahabat Dakwah', 'username': '@Sahabat_Dai', 'profile_id': '1827189775402725377', 'avatar': 'https://pbs.twimg.com/profile_images/1827189775402725377/54s6d9xc_bigger.jpg'}",@UusRsd,
RUU MK,"{'name': 'magis', 'username': '@magisyunadela', 'profile_id': '1602677248795979776', 'avatar': 'https://pbs.twimg.com/profile_images/1602677248795979776/GjPZBdvP_bigger.jpg'}",@CNNIndonesia,
RUU MK,"{'name': '🇮🇩🇮🇩 Furqan Ibrahim 🇮🇩🇮🇩', 'username': '@FurqanIbr64677', 'profile_id': '1786998203499610112', 'avatar': 'https://pbs.twimg.com/profile_images/1786998203499610112/pSlF7wRZ_bigger.jpg'}",,
RUU MK,"{'name': 'flo', 'username': '@florxnsz', 'profile_id': '1793490647535812608', 'avatar': 'https://pbs.twimg.com/profile_images/1793490647535812608/UZWn0PqS_bigger.jpg'}",@uapairdilangit,
RUU MK,"{'name': 'GuyonanBuaya', 'username': '@guyonanbuaya', 'profile_id': '1815260449606406144', 'avatar': 'https://pbs.twimg.com/profile_images/1815260449606406144/4uoFBF71_bigger.jpg'}",@rahmani_ima,
RUU MK,"{'name': 'GuyonanBuaya', 'username': '@guyonanbuaya', 'profile_id': '1815260449606406144', 'avatar': 'https://pbs.twimg.com/profile_images/1815260449606406144/4uoFBF71_bigger.jpg'}",@a_djaffar,
