ruu,user,replying-to,sentiment
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",@gabutforlife,Positive
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",,Positive
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Kawal RUU Masyarakat Adat', 'username': '@KawalRUUMA', 'profile_id': '1820701847428182016', 'avatar': 'https://pbs.twimg.com/profile_images/1820701847428182016/P2nqJYiz_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'NTVNews', 'username': '@ntvnewsid', 'profile_id': '1785949318677196800', 'avatar': 'https://pbs.twimg.com/profile_images/1785949318677196800/NYQv7Sg4_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Epistema Institute', 'username': '@yayasanepistema', 'profile_id': '1342656437609066502', 'avatar': 'https://pbs.twimg.com/profile_images/1342656437609066502/zGQ8aAds_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'The Institute for Ecosoc Rights', 'username': '@ecosocrights', 'profile_id': '2498743381', 'avatar': 'https://pbs.twimg.com/profile_images/2498743381/x42sm36ef8g3wqb43mlq_bigger.jpeg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'pramukhtiko sk', 'username': '@PramukhtikoS', 'profile_id': '1603958014704513025', 'avatar': 'https://pbs.twimg.com/profile_images/1603958014704513025/UMcwRZKN_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'tempo.co', 'username': '@tempodotco', 'profile_id': '1580466468629594112', 'avatar': 'https://pbs.twimg.com/profile_images/1580466468629594112/Q-zcV6aQ_bigger.jpg'}",,Positive
RUU Masyarakat Hukum Adat,"{'name': 'ANT MEDIA', 'username': '@ANTMEDIA235665', 'profile_id': '1827889249758420992', 'avatar': 'https://pbs.twimg.com/profile_images/1827889249758420992/q8mDGrCx_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'ᯒᯪᯉ᯲ᯖᯬ ᯘᯪᯀᯂᯀᯉ᯲', 'username': '@agnotoisme', 'profile_id': '1821933402250964992', 'avatar': 'https://pbs.twimg.com/profile_images/1821933402250964992/jOZSlwdg_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'ؘ eyin cupcake', 'username': '@waarteg', 'profile_id': '1825243648528891904', 'avatar': 'https://pbs.twimg.com/profile_images/1825243648528891904/IhJj5VPr_bigger.jpg'}",@Arminarltt,Negative
RUU Masyarakat Hukum Adat,"{'name': 'kaser', 'username': '@univbiru', 'profile_id': '1828451067882807297', 'avatar': 'https://pbs.twimg.com/profile_images/1828451067882807297/pCWhsCDw_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Rui', 'username': '@Ruihan26', 'profile_id': '1467692395806396420', 'avatar': 'https://pbs.twimg.com/profile_images/1467692395806396420/HN8aGlNl_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'pisuke', 'username': '@hachijuu8', 'profile_id': '1808511759692754944', 'avatar': 'https://pbs.twimg.com/profile_images/1808511759692754944/Gtpb3vQU_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'upi', 'username': '@capekgsie', 'profile_id': '1827941931437170688', 'avatar': 'https://pbs.twimg.com/profile_images/1827941931437170688/tQNGKbrO_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'nin', 'username': '@retrockstar', 'profile_id': '1785672576075022336', 'avatar': 'https://pbs.twimg.com/profile_images/1785672576075022336/SRqGw9Sc_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Oka Kertiyasa', 'username': '@matilusa', 'profile_id': '1602966612138946560', 'avatar': 'https://pbs.twimg.com/profile_images/1602966612138946560/Kb9QC_ZE_bigger.jpg'}",@NarasiNewsroom,Negative
RUU Masyarakat Hukum Adat,"{'name': 'BARKLEY', 'username': '@mosesreinhard_', 'profile_id': '1513473711848189956', 'avatar': 'https://pbs.twimg.com/profile_images/1513473711848189956/oH42U6ef_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Abe Barusadar 🇵🇸', 'username': '@abenriebe', 'profile_id': '1768701824457211904', 'avatar': 'https://pbs.twimg.com/profile_images/1768701824457211904/huJVhSgX_bigger.jpg'}",@BudiBukanIntel,Negative
RUU Masyarakat Hukum Adat,"{'name': '🐮', 'username': '@sqfrinq', 'profile_id': '1504570201085341705', 'avatar': 'https://pbs.twimg.com/profile_images/1504570201085341705/d18K5ewe_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Abe Barusadar 🇵🇸', 'username': '@abenriebe', 'profile_id': '1768701824457211904', 'avatar': 'https://pbs.twimg.com/profile_images/1768701824457211904/huJVhSgX_bigger.jpg'}",@_Revelio_,Negative
RUU Masyarakat Hukum Adat,"{'name': 'rosele ♡', 'username': '@lunampueri', 'profile_id': '1795206304405053441', 'avatar': 'https://pbs.twimg.com/profile_images/1795206304405053441/1vxAIrCG_bigger.jpg'}",@pandji,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Jessyyy🤙🏻🤙🏻', 'username': '@StevaniVer', 'profile_id': '1738945798707322880', 'avatar': 'https://pbs.twimg.com/profile_images/1738945798707322880/KZ5oPR3w_bigger.jpg'}",@StevaniVer,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Jessyyy🤙🏻🤙🏻', 'username': '@StevaniVer', 'profile_id': '1738945798707322880', 'avatar': 'https://pbs.twimg.com/profile_images/1738945798707322880/KZ5oPR3w_bigger.jpg'}",@sbyfess,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Nana', 'username': '@bapaocoklat3rb', 'profile_id': '1709947973529182208', 'avatar': 'https://pbs.twimg.com/profile_images/1709947973529182208/_f0LQaqt_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Orang Nyimak', 'username': '@ZaizArjuna', 'profile_id': '1543580518041563137', 'avatar': 'https://pbs.twimg.com/profile_images/1543580518041563137/FwnuXpHQ_bigger.jpg'}",@mdrfhyt,Negative
RUU Masyarakat Hukum Adat,"{'name': 'calon pejabat', 'username': '@calonpejabat111', 'profile_id': '1711701387778953216', 'avatar': 'https://pbs.twimg.com/profile_images/1711701387778953216/08MNdsKV_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': ""Oikawa Tooru's Girl"", 'username': '@MrsTakahashi_', 'profile_id': '1819028149872844800', 'avatar': 'https://pbs.twimg.com/profile_images/1819028149872844800/Vj-zJ_Ox_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Wella Andany', 'username': '@Anda_ny', 'profile_id': '1821995650546069505', 'avatar': 'https://pbs.twimg.com/profile_images/1821995650546069505/9Oggt8FV_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'patim', 'username': '@f4timloveuu', 'profile_id': '1825438220236275712', 'avatar': 'https://pbs.twimg.com/profile_images/1825438220236275712/Re-3Kffu_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Riska', 'username': '@hasanriskaa', 'profile_id': '1434885086655049731', 'avatar': 'https://pbs.twimg.com/profile_images/1434885086655049731/7ivEmin0_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'M Ruby Kusmanna', 'username': '@Muhammad__ruby', 'profile_id': '1773774512418676736', 'avatar': 'https://pbs.twimg.com/profile_images/1773774512418676736/cMNJeEn8_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'XopWibu', 'username': '@XOPwibu', 'profile_id': '1648376209129218049', 'avatar': 'https://pbs.twimg.com/profile_images/1648376209129218049/GUr54oEP_bigger.jpg'}",@Dennysiregar7,Negative
RUU Masyarakat Hukum Adat,"{'name': '.', 'username': '@jelanggx', 'profile_id': '1835710729808408576', 'avatar': 'https://pbs.twimg.com/profile_images/1835710729808408576/zZNCxkzO_bigger.jpg'}",@pandji,Neutral
RUU Masyarakat Hukum Adat,"{'name': '⋆', 'username': '@beslaag', 'profile_id': '1822677789600067584', 'avatar': 'https://pbs.twimg.com/profile_images/1822677789600067584/VuUIraPx_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Fuza Firdaus Zhan', 'username': '@FuzaFirdaus', 'profile_id': '1791125382332358656', 'avatar': 'https://pbs.twimg.com/profile_images/1791125382332358656/4xxORQJt_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': '🌅', 'username': '@mirgehtesgut10', 'profile_id': '1818513265267556356', 'avatar': 'https://pbs.twimg.com/profile_images/1818513265267556356/HZxvnKhL_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'ben', 'username': '@benedicktov', 'profile_id': '1833492656170975232', 'avatar': 'https://pbs.twimg.com/profile_images/1833492656170975232/LFlifyGo_bigger.jpg'}",@g4b0ng0ku73,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Neema', 'username': '@bratzhall', 'profile_id': '1835674674333970432', 'avatar': 'https://pbs.twimg.com/profile_images/1835674674333970432/2vd1vaKk_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'fatur', 'username': '@faturcool32', 'profile_id': '606264157957029888', 'avatar': 'https://pbs.twimg.com/profile_images/606264157957029888/YRbvHPPs_bigger.jpg'}",@DPR_RI,Negative
RUU Masyarakat Hukum Adat,"{'name': 'catto', 'username': '@jimincilok', 'profile_id': '1828832569934352385', 'avatar': 'https://pbs.twimg.com/profile_images/1828832569934352385/t6X-Th8s_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'feelalone', 'username': '@yesiamherewithu', 'profile_id': '1826250482505146368', 'avatar': 'https://pbs.twimg.com/profile_images/1826250482505146368/l1LrJbCH_bigger.jpg'}",@pandji,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Manusia Typo', 'username': '@TheStromBreaker', 'profile_id': '1759873190795579392', 'avatar': 'https://pbs.twimg.com/profile_images/1759873190795579392/FUlCDrwy_bigger.jpg'}",@pandji,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Kiyosuke', 'username': '@Bakdaimsak', 'profile_id': '1717750659733438464', 'avatar': 'https://pbs.twimg.com/profile_images/1717750659733438464/jM2nlCGt_bigger.jpg'}",@pandji,Neutral
RUU Masyarakat Hukum Adat,"{'name': '😬', 'username': '@nocontextsosmed', 'profile_id': '1693453599668592640', 'avatar': 'https://pbs.twimg.com/profile_images/1693453599668592640/tobEO-7F_bigger.jpg'}",@pandji,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Mas ir', 'username': '@siresek_', 'profile_id': '1688486430279118849', 'avatar': 'https://pbs.twimg.com/profile_images/1688486430279118849/4SuvwmG6_bigger.jpg'}",@siresek_,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Mas ir', 'username': '@siresek_', 'profile_id': '1688486430279118849', 'avatar': 'https://pbs.twimg.com/profile_images/1688486430279118849/4SuvwmG6_bigger.jpg'}",@Muluus_,Negative
RUU Masyarakat Hukum Adat,"{'name': 'pepo🍉', 'username': '@strawberrihalal', 'profile_id': '1590999304311013376', 'avatar': 'https://pbs.twimg.com/profile_images/1590999304311013376/7gvVXyZo_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'cyril rafa', 'username': '@RafaCyril', 'profile_id': '1616361798000857094', 'avatar': 'https://pbs.twimg.com/profile_images/1616361798000857094/5aKBXsvA_bigger.png'}",@bang_dasco,Negative
RUU Masyarakat Hukum Adat,"{'name': 'hen', 'username': '@henimo228', 'profile_id': '1837416910721634309', 'avatar': 'https://pbs.twimg.com/profile_images/1837416910721634309/uzib8JrN_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': '🍉 May | Cat Combatant 🐱🏹', 'username': '@Pixie_Parasols', 'profile_id': '1815944126623539204', 'avatar': 'https://pbs.twimg.com/profile_images/1815944126623539204/WUo-dODZ_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Putt🦋', 'username': '@gfdcurse', 'profile_id': '1723751522683736064', 'avatar': 'https://pbs.twimg.com/profile_images/1723751522683736064/vUxnrp73_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Braun', 'username': '@RaulinKenta', 'profile_id': '1833854778264494080', 'avatar': 'https://pbs.twimg.com/profile_images/1833854778264494080/nkuJxh_R_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Alief ilman', 'username': '@alipilman', 'profile_id': '1827041298895007744', 'avatar': 'https://pbs.twimg.com/profile_images/1827041298895007744/cQgDnmg__bigger.jpg'}",@wrahardian2,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Alief ilman', 'username': '@alipilman', 'profile_id': '1827041298895007744', 'avatar': 'https://pbs.twimg.com/profile_images/1827041298895007744/cQgDnmg__bigger.jpg'}",@NenkMonica,Negative
RUU Masyarakat Hukum Adat,"{'name': 'chk.', 'username': '@chakichikochoki', 'profile_id': '378800000860649328', 'avatar': 'https://pbs.twimg.com/profile_images/378800000860649328/TvKBBO0e_bigger.jpeg'}",@TirtoID,Negative
RUU Masyarakat Hukum Adat,"{'name': '𝕄 ℕ𝕠𝕠𝕣𝕕𝕚𝕒𝕟𝕤𝕪𝕒𝕙 ℂ𝕒𝕙𝕪𝕠 ℕ𝕖𝕘𝕠𝕣𝕠', 'username': '@cahyonegoro', 'profile_id': '1545926903415984128', 'avatar': 'https://pbs.twimg.com/profile_images/1545926903415984128/rioHe4ql_bigger.jpg'}",@AsahPolaPikir,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Arai Amelya', 'username': '@chimot_', 'profile_id': '1604311307960094726', 'avatar': 'https://pbs.twimg.com/profile_images/1604311307960094726/kV38LJY3_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'mikooo', 'username': '@andreanferry_', 'profile_id': '1761708156319842304', 'avatar': 'https://pbs.twimg.com/profile_images/1761708156319842304/-34zGjF-_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'mr. D', 'username': '@Dhanie_Kasparov', 'profile_id': '1319794209071665152', 'avatar': 'https://pbs.twimg.com/profile_images/1319794209071665152/aYGepI-Q_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'miru ❀ rani el day', 'username': '@hoshierang', 'profile_id': '1835289893683208192', 'avatar': 'https://pbs.twimg.com/profile_images/1835289893683208192/kdc7OZ7i_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'gg josep', 'username': '@ikissmisery', 'profile_id': '1794357940121722880', 'avatar': 'https://pbs.twimg.com/profile_images/1794357940121722880/MxbSzyb1_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'El ☘️', 'username': '@mybjtzlh', 'profile_id': '1831536193194094594', 'avatar': 'https://pbs.twimg.com/profile_images/1831536193194094594/rd3cF9qO_bigger.jpg'}",@gongzhuyun,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Koalisi Perubahan Pelan-pelan', 'username': '@ikhsan_bajau', 'profile_id': '1717299594491789312', 'avatar': 'https://pbs.twimg.com/profile_images/1717299594491789312/_I_jI_W4_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'captainrogers ⍟', 'username': '@whiskeeyzz', 'profile_id': '1615322407795064835', 'avatar': 'https://pbs.twimg.com/profile_images/1615322407795064835/SswcOtDV_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'AJI Indonesia #TolakRUUPolri', 'username': '@AJIIndonesia', 'profile_id': '1811409580964147200', 'avatar': 'https://pbs.twimg.com/profile_images/1811409580964147200/GT1m_TeF_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'ret 😏', 'username': '@jinsuuu_chan', 'profile_id': '1836066532851634176', 'avatar': 'https://pbs.twimg.com/profile_images/1836066532851634176/JozCmYzI_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': '➴', 'username': '@rioluzs', 'profile_id': '1827212298077007873', 'avatar': 'https://pbs.twimg.com/profile_images/1827212298077007873/S8M2WT0a_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'ram', 'username': '@sekendchois', 'profile_id': '1832446181672435712', 'avatar': 'https://pbs.twimg.com/profile_images/1832446181672435712/FjhtyAQ6_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'mr. D', 'username': '@Dhanie_Kasparov', 'profile_id': '1319794209071665152', 'avatar': 'https://pbs.twimg.com/profile_images/1319794209071665152/aYGepI-Q_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'ᴡᴀsᴛᴇʟᴀɴᴅ, ʙᴀʙʏ!🌙', 'username': '@hehcin', 'profile_id': '1764853332060094464', 'avatar': 'https://pbs.twimg.com/profile_images/1764853332060094464/XceJ4lc__bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Sulthon', 'username': '@hanifsulthonii', 'profile_id': '1821616567211421696', 'avatar': 'https://pbs.twimg.com/profile_images/1821616567211421696/2Mge4oPD_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'hafiz nashr', 'username': '@HafizNashr2000', 'profile_id': '1826274080326311936', 'avatar': 'https://pbs.twimg.com/profile_images/1826274080326311936/JXf4F5wb_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'hafiz nashr', 'username': '@HafizNashr2000', 'profile_id': '1826274080326311936', 'avatar': 'https://pbs.twimg.com/profile_images/1826274080326311936/JXf4F5wb_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Agum Widi', 'username': '@agum_widi', 'profile_id': '1531278649772883968', 'avatar': 'https://pbs.twimg.com/profile_images/1531278649772883968/LTWx6eiA_bigger.png'}",@tvOneNews,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Abe.', 'username': '@zregressor', 'profile_id': '1834903796939735040', 'avatar': 'https://pbs.twimg.com/profile_images/1834903796939735040/sOCDC9QP_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'nuya', 'username': '@sparqueeetttt', 'profile_id': '1792995345590525952', 'avatar': 'https://pbs.twimg.com/profile_images/1792995345590525952/4YK2EkEw_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'salma', 'username': '@localandgolds', 'profile_id': '1799417135711805440', 'avatar': 'https://pbs.twimg.com/profile_images/1799417135711805440/QhuQWoyr_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Kiyosuke', 'username': '@Bakdaimsak', 'profile_id': '1717750659733438464', 'avatar': 'https://pbs.twimg.com/profile_images/1717750659733438464/jM2nlCGt_bigger.jpg'}",@JovialdaLopez,Neutral
RUU Masyarakat Hukum Adat,"{'name': ""t'challa"", 'username': '@camfrandy', 'profile_id': '1727586835541753856', 'avatar': 'https://pbs.twimg.com/profile_images/1727586835541753856/WqQ-FqG0_bigger.jpg'}",@JovialdaLopez,Negative
RUU Masyarakat Hukum Adat,"{'name': 'revin', 'username': '@masuksoerga', 'profile_id': '1478748557305790466', 'avatar': 'https://pbs.twimg.com/profile_images/1478748557305790466/76Iz6nfw_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Rudi Hartono', 'username': '@rhmardika', 'profile_id': '1674641013535817729', 'avatar': 'https://pbs.twimg.com/profile_images/1674641013535817729/LVrLCtPP_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Beritabaru.co Sulsel', 'username': '@berita_sulsel19', 'profile_id': '1603958153757921281', 'avatar': 'https://pbs.twimg.com/profile_images/1603958153757921281/M5Rf0vlz_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': ""Oikawa Tooru's Girl"", 'username': '@MrsTakahashi_', 'profile_id': '1819028149872844800', 'avatar': 'https://pbs.twimg.com/profile_images/1819028149872844800/Vj-zJ_Ox_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Pembela Hak Asasi & Pemberi Bantuan Hukum', 'username': '@PBHI_Nasional', 'profile_id': '1826204070211952640', 'avatar': 'https://pbs.twimg.com/profile_images/1826204070211952640/hvK3CGlJ_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Narasi Newsroom', 'username': '@NarasiNewsroom', 'profile_id': '1592421400073363458', 'avatar': 'https://pbs.twimg.com/profile_images/1592421400073363458/vicpTrSZ_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'waltz for two', 'username': '@t___tsaltsa', 'profile_id': '1764480439023243264', 'avatar': 'https://pbs.twimg.com/profile_images/1764480439023243264/sPtMTvDL_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Budak Korporasi', 'username': '@Doyanaja3', 'profile_id': '1831343092974387200', 'avatar': 'https://pbs.twimg.com/profile_images/1831343092974387200/HuQzzx4f_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'alex', 'username': '@arczery', 'profile_id': '1825900858212757506', 'avatar': 'https://pbs.twimg.com/profile_images/1825900858212757506/Shbs_FjU_bigger.jpg'}",@nabiylarisfa,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Teras.id', 'username': '@TempoTeras', 'profile_id': '1808007224801087492', 'avatar': 'https://pbs.twimg.com/profile_images/1808007224801087492/FAD5ZPOJ_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Lone Wolf', 'username': '@Mythicalforest', 'profile_id': '1506133523480002563', 'avatar': 'https://pbs.twimg.com/profile_images/1506133523480002563/u5ATP1qh_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Epistema Institute', 'username': '@yayasanepistema', 'profile_id': '1342656437609066502', 'avatar': 'https://pbs.twimg.com/profile_images/1342656437609066502/zGQ8aAds_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'The Institute for Ecosoc Rights', 'username': '@ecosocrights', 'profile_id': '2498743381', 'avatar': 'https://pbs.twimg.com/profile_images/2498743381/x42sm36ef8g3wqb43mlq_bigger.jpeg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'BubarkanPK$ #FNI #TT', 'username': '@NyiMasRuminah', 'profile_id': '1664857823082315777', 'avatar': 'https://pbs.twimg.com/profile_images/1664857823082315777/wybsWu-w_bigger.jpg'}",@akuratco,Negative
RUU Masyarakat Hukum Adat,"{'name': 'calon pejabat', 'username': '@calonpejabat111', 'profile_id': '1711701387778953216', 'avatar': 'https://pbs.twimg.com/profile_images/1711701387778953216/08MNdsKV_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'tempo.co', 'username': '@tempodotco', 'profile_id': '1580466468629594112', 'avatar': 'https://pbs.twimg.com/profile_images/1580466468629594112/Q-zcV6aQ_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'My Putun', 'username': '@PutunMy', 'profile_id': '1585235442969911296', 'avatar': 'https://pbs.twimg.com/profile_images/1585235442969911296/yzO5OIjc_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'sukabumiNews.id', 'username': '@sukabumiNewsnet', 'profile_id': '1766576780285255680', 'avatar': 'https://pbs.twimg.com/profile_images/1766576780285255680/EqkP3ePs_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Vigo', 'username': '@enoliska_', 'profile_id': '1809965751417348096', 'avatar': 'https://pbs.twimg.com/profile_images/1809965751417348096/CAp9WusP_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Bangkitnya Agama Adat Nusantara (GBMYLKSKVXYWQ)', 'username': '@agama_nusantara', 'profile_id': '1814146418057379840', 'avatar': 'https://pbs.twimg.com/profile_images/1814146418057379840/meG82wya_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'KOMPAS TV', 'username': '@KompasTV', 'profile_id': '1430830041919721475', 'avatar': 'https://pbs.twimg.com/profile_images/1430830041919721475/U7LgJ1pw_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': '#TanahUntukRakyat', 'username': '@SeknasKPA', 'profile_id': '1834140557859565568', 'avatar': 'https://pbs.twimg.com/profile_images/1834140557859565568/6WKUCN97_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': '#TanahUntukRakyat', 'username': '@SeknasKPA', 'profile_id': '1834140557859565568', 'avatar': 'https://pbs.twimg.com/profile_images/1834140557859565568/6WKUCN97_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Kureta ID', 'username': '@KuretaID', 'profile_id': '1381940283579920387', 'avatar': 'https://pbs.twimg.com/profile_images/1381940283579920387/3Ujbsfm5_bigger.jpg'}",,Positive
RUU Masyarakat Hukum Adat,"{'name': 'Komnas Perempuan', 'username': '@KomnasPerempuan', 'profile_id': '1581480242296025089', 'avatar': 'https://pbs.twimg.com/profile_images/1581480242296025089/Qk496jxH_bigger.jpg'}",,Neutral
RUU Masyarakat Hukum Adat,"{'name': 'Komnas Perempuan', 'username': '@KomnasPerempuan', 'profile_id': '1581480242296025089', 'avatar': 'https://pbs.twimg.com/profile_images/1581480242296025089/Qk496jxH_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Komnas Perempuan', 'username': '@KomnasPerempuan', 'profile_id': '1581480242296025089', 'avatar': 'https://pbs.twimg.com/profile_images/1581480242296025089/Qk496jxH_bigger.jpg'}",,Negative
RUU Masyarakat Hukum Adat,"{'name': 'Validnews Indonesia', 'username': '@validnewsid', 'profile_id': '1243836876529659904', 'avatar': 'https://pbs.twimg.com/profile_images/1243836876529659904/mzONpS42_bigger.jpg'}",,Positive
RUU Masyarakat Hukum Adat,"{'name': 'LaNyalla Academia', 'username': '@LaNyallaAcademy', 'profile_id': '1589621389199572993', 'avatar': 'https://pbs.twimg.com/profile_images/1589621389199572993/5YShP7I8_bigger.jpg'}",,Neutral
